UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,TWF,HDF,PWF,OSF,RNF,Machine_failure,Failure_mode
4016,M51015,M,299.39,308.71,1666,51.29,220.9,0,0,0,0,0,0,No_Failure
4017,L51016,L,299.34,310.26,1402,46.76,111.1,0,0,0,0,0,0,No_Failure
4018,L51017,L,298.5,308.84,1748,38.23,50.4,0,0,0,0,0,0,No_Failure
4019,L51018,L,300.54,310.78,1529,30.83,13.5,0,0,0,0,0,0,No_Failure
4020,M51019,M,300.78,312.83,1492,31.07,153.5,0,0,0,0,0,0,No_Failure
4021,L51020,L,298.01,308.48,1281,38.1,172.8,0,0,0,0,0,0,No_Failure
4022,L51021,L,296.68,307.88,1428,36.33,172.2,0,0,0,0,0,0,No_Failure
4023,L51022,L,300.62,310.89,1182,34.42,125.9,0,0,0,0,0,0,No_Failure
4024,H51023,H,301.06,310.71,1455,52.15,101.9,0,0,0,0,0,0,No_Failure
4025,M51024,M,301.46,310.4,1396,49.21,156.6,0,0,0,0,0,0,No_Failure
4026,H51025,H,301.1,311.34,1428,52.67,8.4,0,0,0,0,0,0,No_Failure
4027,M51026,M,303.15,310.48,1251,32.12,60.6,0,1,0,0,0,1,HDF
4028,M51027,M,301.99,312.27,1627,30.79,64.6,0,0,0,0,0,0,No_Failure
4029,L51028,L,305.36,315.68,1607,40.77,196.9,0,0,0,0,0,0,No_Failure
4030,H51029,H,306.2,315.98,1804,44.15,111.7,0,0,0,0,0,0,No_Failure
4031,M51030,M,296.48,306.39,1799,40.72,11.6,0,0,0,0,0,0,No_Failure
4032,L51031,L,295.61,304.35,1528,43.47,226.5,0,0,0,0,0,0,No_Failure
4033,M51032,M,299.99,311.37,1684,55.85,97.5,0,0,0,0,0,0,No_Failure
4034,M51033,M,301.01,310.67,1547,37.82,19.5,0,0,0,0,0,0,No_Failure
4035,L51034,L,299.85,308.88,1423,48.07,105.9,0,0,0,0,0,0,No_Failure
4036,L51035,L,301.41,311.95,1450,45.18,240.2,0,0,0,0,0,0,No_Failure
4037,L51036,L,299.46,309.57,1615,40.95,202.8,0,0,0,0,0,0,No_Failure
4038,H51037,H,298.61,308.25,2236,47.61,150.2,0,0,0,0,0,0,No_Failure
4039,L51038,L,298.91,308.45,1710,32.32,192.1,0,0,0,0,0,0,No_Failure
4040,H51039,H,299.6,309.59,1544,30.31,130.7,0,0,0,0,0,0,No_Failure
4041,L51040,L,301.69,313.03,1587,44.33,203.4,0,0,0,0,0,0,No_Failure
4042,M51041,M,299.03,309.5,1585,23.62,212.6,0,0,0,0,0,0,No_Failure
4043,L51042,L,299.42,309.39,1484,45.12,85.4,0,0,0,0,0,0,No_Failure
4044,H51043,H,301.14,311.99,1636,28.72,112.7,0,0,0,0,0,0,No_Failure
4045,L51044,L,299.6,309.63,1472,55.18,57.3,0,0,0,0,0,0,No_Failure
4046,L51045,L,302.23,312.63,1318,36.04,173.3,0,0,0,0,0,0,No_Failure
4047,L51046,L,298.16,308.31,1587,54.53,34.7,0,0,0,0,0,0,No_Failure
4048,L51047,L,297.73,308.32,1611,37.89,119.4,0,0,0,0,0,0,No_Failure
4049,L51048,L,300.61,310.17,1474,37.46,244.5,0,0,0,0,0,0,No_Failure
4050,M51049,M,300.81,309.67,1556,48.66,117.9,0,0,0,0,0,0,No_Failure
4051,H51050,H,298.27,309.18,1673,42.93,17.3,0,0,0,0,0,0,No_Failure
4052,M51051,M,302.69,314.19,1491,39.33,4.6,0,0,0,0,0,0,No_Failure
4053,M51052,M,303.85,312.76,1420,35.96,240.4,0,0,0,0,0,0,No_Failure
4054,L51053,L,298.74,308.92,1372,36.05,178.9,0,0,0,0,0,0,No_Failure
4055,H51054,H,302.97,312.53,1454,63.58,179.5,0,0,1,0,0,1,PWF
4056,H51055,H,295.24,306.12,1776,23.25,93.6,0,0,0,0,0,0,No_Failure
4057,L51056,L,302.15,312.4,1464,27.97,126.8,0,0,0,0,0,0,No_Failure
4058,H51057,H,298.28,311.61,1565,51.77,141.3,0,0,0,0,0,0,No_Failure
4059,L51058,L,301.95,311.65,1442,51.02,194.1,0,0,0,0,0,0,No_Failure
4060,H51059,H,298.08,309.61,1426,30.77,128.9,0,0,0,0,0,0,No_Failure
4061,H51060,H,299.86,311.5,1342,22.48,77.6,0,0,0,0,0,0,No_Failure
4062,M51061,M,298.38,308.91,1518,52.72,134.7,0,0,0,0,0,0,No_Failure
4063,L51062,L,299.57,309.61,1407,29.53,172.3,0,0,0,0,0,0,No_Failure
4064,M51063,M,303.66,313.75,1729,35.09,14.7,0,0,0,0,0,0,No_Failure
4065,L51064,L,299.78,309.79,1481,40.96,119.8,0,0,0,0,0,0,No_Failure
4066,M51065,M,304.22,315.35,1492,29.27,87.2,0,0,0,0,0,0,No_Failure
4067,L51066,L,299.23,308.36,1468,49.24,226.7,0,0,0,0,0,0,No_Failure
4068,M51067,M,302.98,312.82,1567,40.21,98.3,0,0,0,0,0,0,No_Failure
4069,H51068,H,296.75,306.47,1768,31.18,159.1,0,0,0,0,0,0,No_Failure
4070,L51069,L,299.43,307.7,1313,32.06,115.2,0,0,0,0,0,0,No_Failure
4071,L51070,L,298.93,309.79,1550,52.97,205.8,0,0,0,0,0,0,No_Failure
4072,M51071,M,303.08,314.14,1218,37.21,235.2,0,0,0,0,0,0,No_Failure
4073,L51072,L,300.37,309.74,1720,46.14,21.2,0,0,0,0,0,0,No_Failure
4074,L51073,L,295.82,306.85,1481,39.9,5.0,0,0,0,0,0,0,No_Failure
4075,L51074,L,297.38,305.8,1231,22.45,178.3,0,1,1,0,0,1,HDF
4076,L51075,L,297.97,308.0,1270,47.47,159.8,0,0,0,0,0,0,No_Failure
4077,M51076,M,301.87,311.74,1647,50.74,140.3,0,0,0,0,0,0,No_Failure
4078,M51077,M,301.61,311.7,1200,58.42,109.0,0,0,0,0,0,0,No_Failure
4079,L51078,L,299.4,309.48,1550,20.99,189.7,0,0,0,0,0,0,No_Failure
4080,L51079,L,298.9,308.83,1423,8.42,178.0,0,0,0,0,0,0,No_Failure
4081,L51080,L,301.43,311.05,1465,46.39,105.4,0,0,0,0,0,0,No_Failure
4082,L51081,L,297.74,307.63,1379,34.01,82.2,0,0,0,0,0,0,No_Failure
4083,M51082,M,300.92,312.28,1328,25.7,243.4,1,0,0,0,0,1,TWF
4084,L51083,L,300.75,310.17,1412,41.08,102.7,0,0,0,0,0,0,No_Failure
4085,M51084,M,299.45,311.71,1603,35.51,52.9,0,0,0,0,0,0,No_Failure
4086,H51085,H,300.8,310.16,1447,27.24,242.9,0,0,0,0,0,0,No_Failure
4087,M51086,M,300.2,310.44,1576,39.17,178.7,0,0,0,0,0,0,No_Failure
4088,M51087,M,300.99,311.57,1456,45.67,141.3,0,0,0,0,0,0,No_Failure
4089,L51088,L,297.33,307.04,1610,41.75,194.2,0,0,0,0,0,0,No_Failure
4090,L51089,L,301.23,312.61,1575,41.83,56.2,0,0,0,0,0,0,No_Failure
4091,L51090,L,302.05,312.6,1403,44.43,141.2,0,0,0,0,0,0,No_Failure
4092,M51091,M,300.64,310.44,1328,23.09,69.2,0,0,1,0,0,1,PWF
4093,H51092,H,301.2,312.57,1672,39.49,218.3,0,0,0,0,0,0,No_Failure
4094,L51093,L,299.78,308.76,1354,42.4,34.6,0,0,0,0,0,0,No_Failure
4095,L51094,L,301.78,311.22,1590,36.22,55.0,0,0,0,0,0,0,No_Failure
4096,L51095,L,300.13,310.69,1506,31.71,61.7,0,0,0,0,0,0,No_Failure
4097,M51096,M,297.7,308.51,1417,32.54,110.7,0,0,0,0,0,0,No_Failure
4098,M51097,M,301.64,311.96,1577,37.07,33.7,0,0,0,0,0,0,No_Failure
4099,M51098,M,296.73,306.6,1746,49.14,137.7,0,0,0,0,0,0,No_Failure
4100,H51099,H,300.57,310.31,1613,55.27,185.4,0,0,0,0,0,0,No_Failure
4101,L51100,L,299.23,310.36,1523,53.23,2.1,0,0,0,0,0,0,No_Failure
4102,M51101,M,299.1,309.34,1792,24.39,224.5,0,0,0,0,0,0,No_Failure
4103,M51102,M,300.34,309.47,1199,30.61,215.6,0,0,0,0,0,0,No_Failure
4104,L51103,L,298.58,307.65,1300,46.57,12.9,0,0,0,0,0,0,No_Failure
4105,H51104,H,301.02,312.54,1416,53.01,17.3,0,0,0,0,0,0,No_Failure
4106,L51105,L,300.11,309.39,1755,30.33,145.2,0,0,0,0,0,0,No_Failure
4107,M51106,M,298.77,309.04,1670,41.83,79.3,0,0,0,0,0,0,No_Failure
4108,M51107,M,302.68,314.03,1191,28.68,124.1,0,0,0,0,0,0,No_Failure
4109,H51108,H,300.41,310.95,1421,42.76,143.6,0,1,0,0,0,1,HDF
4110,M51109,M,301.26,310.5,1262,33.57,161.4,0,0,0,0,0,0,No_Failure
4111,L51110,L,302.83,311.82,1493,41.83,185.1,0,0,0,0,0,0,No_Failure
4112,H51111,H,302.8,314.67,1662,27.88,216.8,0,0,0,0,0,0,No_Failure
4113,M51112,M,301.16,310.12,1676,23.66,153.5,0,0,0,0,0,0,No_Failure
4114,M51113,M,299.39,308.84,1548,70.98,26.6,0,0,0,0,0,0,No_Failure
4115,M51114,M,297.14,307.51,1423,40.69,34.5,0,0,0,0,0,0,No_Failure
4116,L51115,L,300.41,310.19,1483,61.35,155.3,0,0,0,0,0,0,No_Failure
4117,M51116,M,302.19,312.76,1623,55.09,179.3,0,0,1,0,0,1,PWF
4118,H51117,H,300.71,309.24,1923,23.64,190.8,0,0,0,0,0,0,No_Failure
4119,L51118,L,293.11,302.9,1287,43.62,131.2,0,0,0,0,0,0,No_Failure
4120,L51119,L,301.74,312.42,1786,27.06,151.9,0,0,0,0,0,0,No_Failure
4121,H51120,H,301.86,312.54,1544,37.04,246.6,1,0,0,0,0,1,TWF
4122,M51121,M,299.4,308.83,1648,21.15,88.1,0,0,0,0,0,0,No_Failure
4123,H51122,H,301.98,310.96,1533,24.26,54.2,0,0,0,0,0,0,No_Failure
4124,L51123,L,301.26,311.47,1753,31.45,245.2,0,0,0,0,0,0,No_Failure
4125,H51124,H,298.63,307.32,1559,34.54,232.4,0,0,0,0,0,0,No_Failure
4126,L51125,L,302.54,313.83,1383,40.39,1.8,0,0,0,0,0,0,No_Failure
4127,M51126,M,297.47,307.62,1581,29.64,101.7,0,0,0,0,0,0,No_Failure
4128,L51127,L,299.89,309.19,1703,41.49,185.9,0,0,0,0,0,0,No_Failure
4129,M51128,M,299.69,308.63,1500,51.36,44.9,0,0,0,0,0,0,No_Failure
4130,H51129,H,298.35,307.72,1127,42.74,8.1,0,0,0,0,0,0,No_Failure
4131,M51130,M,300.61,309.05,1479,39.33,9.2,0,0,0,0,0,0,No_Failure
4132,M51131,M,302.62,313.12,1518,43.42,142.9,0,0,0,0,0,0,No_Failure
4133,L51132,L,302.5,311.69,1492,25.65,58.3,0,0,0,0,0,0,No_Failure
4134,M51133,M,301.45,311.85,1411,49.52,65.2,0,0,0,0,0,0,No_Failure
4135,M51134,M,296.61,307.15,1738,28.02,3.8,0,0,0,0,0,0,No_Failure
4136,L51135,L,297.33,308.29,1073,55.52,183.7,0,0,0,0,0,0,No_Failure
4137,M51136,M,300.33,310.58,1517,47.71,213.4,0,0,0,0,0,0,No_Failure
4138,H51137,H,299.93,311.06,1519,45.57,185.6,0,0,0,0,0,0,No_Failure
4139,M51138,M,299.0,310.39,1877,46.0,34.5,0,0,0,0,0,0,No_Failure
4140,M51139,M,303.81,314.07,1497,39.98,242.2,0,0,0,0,0,0,No_Failure
4141,L51140,L,300.21,310.53,1580,32.14,243.4,0,0,0,0,0,0,No_Failure
4142,M51141,M,301.08,310.53,1523,30.58,65.6,0,0,0,0,0,0,No_Failure
4143,L51142,L,301.98,310.99,1517,57.51,248.7,0,0,0,1,0,1,OSF
4144,L51143,L,300.11,311.39,1817,41.03,112.4,0,0,0,0,0,0,No_Failure
4145,L51144,L,305.18,315.79,1300,28.85,10.5,0,0,0,0,0,0,No_Failure
4146,L51145,L,298.12,308.81,1380,45.17,145.6,0,0,0,0,0,0,No_Failure
4147,L51146,L,298.79,308.2,1636,43.43,133.3,0,0,0,0,0,0,No_Failure
4148,M51147,M,298.11,309.74,1546,36.71,217.1,1,0,0,0,0,1,TWF
4149,L51148,L,303.13,312.9,1449,31.02,90.0,0,0,0,0,0,0,No_Failure
4150,L51149,L,301.6,310.8,1487,47.36,194.0,0,0,0,0,0,0,No_Failure
4151,L51150,L,298.91,308.34,1665,49.46,199.0,0,0,0,0,0,0,No_Failure
4152,M51151,M,298.27,309.84,1587,43.22,8.8,0,0,0,0,0,0,No_Failure
4153,L51152,L,302.77,311.66,1372,40.72,170.3,0,0,0,0,0,0,No_Failure
4154,L51153,L,300.72,309.97,1543,32.18,121.3,0,0,0,0,0,0,No_Failure
4155,M51154,M,302.82,315.72,1491,44.8,51.2,0,0,0,0,0,0,No_Failure
4156,L51155,L,299.88,310.82,1585,33.65,105.5,0,0,0,0,0,0,No_Failure
4157,H51156,H,301.02,310.29,1442,27.28,216.9,1,0,0,0,0,1,TWF
4158,L51157,L,300.6,309.52,1283,51.26,174.5,0,0,0,0,0,0,No_Failure
4159,L51158,L,298.75,307.08,1621,29.7,158.7,0,0,0,0,0,0,No_Failure
4160,L51159,L,299.71,309.81,1599,21.03,20.6,0,0,0,0,0,0,No_Failure
4161,M51160,M,297.63,308.36,1755,53.09,168.7,0,0,0,0,0,0,No_Failure
4162,L51161,L,300.99,312.51,1263,22.56,191.9,0,0,1,0,0,1,PWF
4163,H51162,H,301.52,309.63,1487,36.1,240.3,1,0,0,0,0,1,TWF
4164,L51163,L,301.98,310.65,1459,29.04,201.9,0,0,0,0,0,0,No_Failure
4165,M51164,M,301.33,311.21,1429,32.76,20.2,0,0,0,0,0,0,No_Failure
4166,L51165,L,299.74,312.53,1223,62.24,238.7,1,0,0,1,0,1,TWF
4167,L51166,L,303.1,313.99,1308,38.98,200.4,0,0,0,0,0,0,No_Failure
4168,L51167,L,301.78,312.16,1549,43.6,0.8,0,0,0,0,0,0,No_Failure
4169,M51168,M,302.78,311.55,1410,47.9,180.3,0,0,0,0,0,0,No_Failure
4170,L51169,L,302.9,310.78,1351,33.53,76.9,0,0,0,0,0,0,No_Failure
4171,H51170,H,299.75,309.79,1757,50.75,153.1,0,0,0,0,0,0,No_Failure
4172,M51171,M,300.78,310.68,1927,43.76,71.5,0,0,0,0,0,0,No_Failure
4173,H51172,H,301.55,311.28,1490,47.54,184.7,0,0,0,0,0,0,No_Failure
4174,L51173,L,297.7,307.32,1230,32.75,47.2,0,0,0,0,0,0,No_Failure
4175,M51174,M,297.75,307.0,1571,44.44,211.1,0,0,0,0,0,0,No_Failure
4176,M51175,M,297.4,306.42,1125,39.91,18.4,0,0,0,0,0,0,No_Failure
4177,M51176,M,299.78,311.17,1257,51.3,6.1,0,0,0,0,0,0,No_Failure
4178,H51177,H,299.33,308.45,1574,34.6,33.4,0,0,0,0,0,0,No_Failure
4179,M51178,M,297.13,306.85,1251,60.32,97.3,0,0,0,0,0,0,No_Failure
4180,H51179,H,300.3,310.26,1447,43.39,166.1,0,0,0,0,0,0,No_Failure
4181,M51180,M,299.81,310.52,1233,38.75,121.6,0,0,0,0,0,0,No_Failure
4182,L51181,L,302.36,311.51,1510,37.58,120.4,0,0,0,0,0,0,No_Failure
4183,M51182,M,304.03,315.0,1702,39.93,219.0,0,0,0,0,0,0,No_Failure
4184,L51183,L,300.91,310.33,1390,33.71,141.5,0,0,0,0,0,0,No_Failure
4185,H51184,H,298.61,308.44,1497,46.67,128.4,0,0,0,0,0,0,No_Failure
4186,H51185,H,301.29,312.94,1353,39.88,106.1,0,0,0,0,0,0,No_Failure
4187,L51186,L,300.02,309.05,1366,59.44,247.5,0,0,0,0,0,0,No_Failure
4188,L51187,L,299.52,310.24,1350,35.67,61.4,0,0,0,0,0,0,No_Failure
4189,L51188,L,298.28,309.28,1641,38.79,39.4,0,0,0,0,0,0,No_Failure
4190,L51189,L,299.07,309.38,1246,35.66,124.6,0,0,0,0,0,0,No_Failure
4191,L51190,L,299.64,309.53,1440,58.69,171.5,0,0,0,0,0,0,No_Failure
4192,M51191,M,301.61,313.73,1574,25.54,5.5,0,0,0,0,0,0,No_Failure
4193,M51192,M,301.02,311.01,1664,40.94,216.8,0,0,0,0,0,0,No_Failure
4194,H51193,H,303.65,313.86,1579,43.13,71.6,0,0,0,0,0,0,No_Failure
4195,L51194,L,301.35,311.01,1487,28.72,163.3,0,0,0,0,0,0,No_Failure
4196,M51195,M,300.85,311.0,1398,66.43,43.8,0,0,0,0,0,0,No_Failure
4197,L51196,L,299.39,310.35,1667,30.69,220.6,0,0,0,0,0,0,No_Failure
4198,H51197,H,297.93,307.65,1344,40.34,90.8,0,0,0,0,0,0,No_Failure
4199,L51198,L,298.86,306.75,1347,56.84,47.3,0,1,0,0,0,1,HDF
4200,L51199,L,298.6,309.11,1743,36.25,5.0,0,1,0,0,0,1,HDF
4201,L51200,L,294.88,303.8,1565,41.44,78.1,0,1,0,0,0,1,HDF
4202,H51201,H,297.98,308.72,1571,36.55,95.9,0,0,0,0,0,0,No_Failure
4203,L51202,L,303.2,313.2,1608,39.47,8.9,0,0,0,0,0,0,No_Failure
4204,M51203,M,300.74,311.68,1483,50.81,140.5,0,0,0,0,0,0,No_Failure
4205,M51204,M,299.25,308.3,1241,35.78,115.0,0,0,0,0,0,0,No_Failure
4206,M51205,M,300.8,310.26,1545,13.46,124.7,0,0,0,0,0,0,No_Failure
4207,L51206,L,296.09,305.75,1497,39.67,33.8,0,0,0,0,0,0,No_Failure
4208,L51207,L,300.56,309.08,1345,40.63,96.9,0,0,0,0,0,0,No_Failure
4209,L51208,L,302.55,313.67,1304,41.95,244.9,0,0,0,0,0,0,No_Failure
4210,L51209,L,299.76,308.13,1492,38.17,90.4,0,0,0,0,0,0,No_Failure
4211,M51210,M,296.46,307.55,1256,31.37,200.6,0,0,0,0,0,0,No_Failure
4212,L51211,L,299.17,309.6,1474,37.55,31.4,0,0,0,0,0,0,No_Failure
4213,L51212,L,302.56,312.36,1452,57.65,31.1,0,0,0,0,0,0,No_Failure
4214,L51213,L,300.52,310.86,1479,39.58,252.7,0,0,0,0,0,0,No_Failure
4215,M51214,M,297.16,307.48,1572,46.53,164.0,0,0,0,0,0,0,No_Failure
4216,L51215,L,304.74,314.33,1612,29.66,168.2,0,0,0,0,0,0,No_Failure
4217,M51216,M,297.49,307.79,1372,37.09,107.8,0,0,0,0,0,0,No_Failure
4218,L51217,L,299.51,310.25,1657,29.99,192.6,0,0,0,0,0,0,No_Failure
4219,H51218,H,297.93,306.98,1461,52.94,234.8,1,0,0,0,0,1,TWF
4220,M51219,M,297.93,308.27,1816,24.44,20.7,0,0,0,0,0,0,No_Failure
4221,L51220,L,299.1,306.47,1395,43.72,43.6,0,0,0,0,0,0,No_Failure
4222,L51221,L,301.27,309.34,1210,43.41,219.1,0,1,0,0,0,1,HDF
4223,L51222,L,302.58,313.15,1650,42.76,20.0,0,0,0,0,0,0,No_Failure
4224,L51223,L,299.23,308.81,1577,16.55,90.9,0,0,0,0,0,0,No_Failure
4225,L51224,L,297.98,307.13,1716,19.77,21.1,0,0,0,0,0,0,No_Failure
4226,H51225,H,300.96,310.9,1556,41.17,103.2,0,0,0,0,0,0,No_Failure
4227,M51226,M,301.02,310.62,1921,30.77,113.1,0,0,0,0,0,0,No_Failure
4228,L51227,L,300.48,309.49,1466,33.57,45.6,0,0,0,0,0,0,No_Failure
4229,M51228,M,300.55,308.91,1688,35.75,20.7,0,0,0,0,0,0,No_Failure
4230,L51229,L,299.77,307.81,1405,29.47,105.6,0,0,0,0,0,0,No_Failure
4231,H51230,H,300.2,310.94,1589,27.75,130.2,0,0,0,0,0,0,No_Failure
4232,L51231,L,299.64,309.21,1622,40.0,186.5,0,0,0,0,0,0,No_Failure
4233,M51232,M,302.14,313.11,1650,20.94,183.7,0,0,0,0,1,1,RNF
4234,M51233,M,304.46,314.02,1640,34.94,17.7,0,0,0,0,0,0,No_Failure
4235,L51234,L,300.36,310.71,917,33.33,110.8,0,0,1,0,0,1,PWF
4236,L51235,L,299.99,309.86,1488,39.76,213.5,0,0,0,0,0,0,No_Failure
4237,L51236,L,300.51,310.56,1396,63.87,151.0,0,0,0,0,0,0,No_Failure
4238,H51237,H,298.68,308.78,1432,30.18,216.3,0,0,0,0,0,0,No_Failure
4239,M51238,M,301.53,311.08,1449,44.06,240.6,0,0,0,0,0,0,No_Failure
4240,M51239,M,300.88,309.65,1676,42.21,84.6,0,0,0,0,0,0,No_Failure
4241,M51240,M,299.16,309.93,1536,45.6,33.6,0,0,0,0,0,0,No_Failure
4242,H51241,H,301.8,313.4,1409,37.87,21.2,0,0,0,0,0,0,No_Failure
4243,L51242,L,300.04,311.7,1236,54.41,32.0,0,0,0,0,0,0,No_Failure
4244,M51243,M,298.06,307.51,1776,46.85,172.7,0,0,0,0,0,0,No_Failure
4245,M51244,M,300.7,309.97,1383,47.01,30.2,0,0,0,0,0,0,No_Failure
4246,L51245,L,300.47,309.92,1476,25.86,241.0,0,0,0,0,0,0,No_Failure
4247,H51246,H,301.92,311.74,1885,40.96,166.7,0,0,0,0,0,0,No_Failure
4248,L51247,L,301.66,311.61,1388,34.9,241.7,1,0,0,0,0,1,TWF
4249,L51248,L,299.78,308.78,1450,31.38,142.6,0,0,0,0,0,0,No_Failure
4250,H51249,H,299.06,307.58,1542,33.74,51.2,0,0,0,0,0,0,No_Failure
4251,L51250,L,300.0,310.05,1211,39.44,42.5,0,0,0,0,0,0,No_Failure
4252,L51251,L,300.73,307.2,1190,44.57,194.3,0,1,0,0,0,1,HDF
4253,L51252,L,300.97,310.87,1413,49.82,0.0,0,0,0,0,0,0,No_Failure
4254,M51253,M,300.6,309.66,1420,49.35,221.4,0,0,0,0,0,0,No_Failure
4255,H51254,H,299.82,310.6,1524,42.93,7.5,0,0,0,0,0,0,No_Failure
4256,L51255,L,301.99,313.04,1324,40.56,152.9,0,0,0,0,0,0,No_Failure
4257,L51256,L,298.65,309.72,1578,36.76,98.4,0,0,0,0,0,0,No_Failure
4258,L51257,L,304.96,314.61,1112,37.52,154.7,0,0,0,0,0,0,No_Failure
4259,H51258,H,301.53,310.39,1487,32.2,197.9,0,0,0,0,0,0,No_Failure
4260,L51259,L,297.75,306.93,1565,35.72,28.3,0,0,0,0,0,0,No_Failure
4261,H51260,H,300.37,310.66,1559,43.54,239.4,0,0,0,0,0,0,No_Failure
4262,H51261,H,301.55,309.9,1471,55.4,150.7,0,0,0,0,0,0,No_Failure
4263,L51262,L,299.3,310.69,1381,38.5,96.6,0,0,0,0,0,0,No_Failure
4264,H51263,H,297.01,306.68,1465,31.92,247.7,0,0,0,0,0,0,No_Failure
4265,M51264,M,297.92,308.42,1722,49.69,205.3,0,0,0,0,0,0,No_Failure
4266,M51265,M,301.08,309.3,1392,19.98,41.0,0,0,0,0,0,0,No_Failure
4267,L51266,L,296.49,305.56,1676,50.43,22.4,0,0,0,0,0,0,No_Failure
4268,H51267,H,297.1,305.2,1705,25.67,233.5,0,0,1,0,0,1,PWF
4269,M51268,M,301.07,312.09,1188,46.57,148.0,0,0,0,0,0,0,No_Failure
4270,M51269,M,299.55,309.39,1477,35.24,117.3,0,0,0,0,0,0,No_Failure
4271,H51270,H,298.61,309.18,1324,43.21,19.6,0,0,0,0,0,0,No_Failure
4272,L51271,L,299.01,309.07,1230,60.83,137.1,0,0,0,0,0,0,No_Failure
4273,H51272,H,297.06,307.53,1643,31.62,68.7,0,0,0,0,0,0,No_Failure
4274,H51273,H,300.97,310.63,1585,29.99,48.9,0,0,0,0,0,0,No_Failure
4275,L51274,L,298.39,308.18,1547,40.78,98.9,0,0,0,0,0,0,No_Failure
4276,L51275,L,298.93,308.84,1305,55.25,9.0,0,0,0,0,0,0,No_Failure
4277,L51276,L,300.69,311.1,1538,41.79,151.3,0,0,0,0,0,0,No_Failure
4278,H51277,H,299.49,309.92,1264,40.45,157.1,0,0,0,0,0,0,No_Failure
4279,L51278,L,298.59,311.4,1514,41.69,175.8,0,0,0,0,0,0,No_Failure
4280,M51279,M,296.02,307.7,1381,29.95,5.8,0,0,0,0,0,0,No_Failure
4281,L51280,L,300.73,308.96,1689,41.79,44.4,0,0,0,0,0,0,No_Failure
4282,L51281,L,300.16,310.01,1435,36.07,195.4,0,0,0,0,0,0,No_Failure
4283,M51282,M,298.97,308.56,1542,53.22,145.4,0,0,0,0,0,0,No_Failure
4284,L51283,L,297.93,309.21,1542,47.98,2.3,0,0,0,0,0,0,No_Failure
4285,H51284,H,300.03,309.71,1486,26.76,184.9,0,1,0,0,0,1,HDF
4286,L51285,L,300.96,311.43,1519,37.17,105.4,0,0,0,0,0,0,No_Failure
4287,H51286,H,300.2,307.86,1555,45.28,66.6,0,0,0,0,0,0,No_Failure
4288,L51287,L,303.28,311.76,1339,30.18,190.8,0,0,0,0,0,0,No_Failure
4289,H51288,H,301.41,313.5,1573,29.21,91.2,0,0,0,0,0,0,No_Failure
4290,M51289,M,299.79,309.84,1655,35.38,114.8,0,0,0,0,0,0,No_Failure
4291,L51290,L,301.48,310.48,1572,43.44,217.8,0,0,0,0,0,0,No_Failure
4292,L51291,L,300.1,310.34,1436,50.37,37.9,0,0,0,0,0,0,No_Failure
4293,L51292,L,300.09,309.04,1531,42.32,143.1,0,0,0,0,0,0,No_Failure
4294,M51293,M,302.59,312.31,1435,64.62,26.3,0,0,0,0,0,0,No_Failure
4295,H51294,H,298.2,306.75,1479,33.23,247.4,0,0,0,0,0,0,No_Failure
4296,L51295,L,300.05,309.26,1286,47.4,78.9,0,0,0,0,0,0,No_Failure
4297,L51296,L,302.38,311.96,1748,28.91,230.3,0,0,0,0,0,0,No_Failure
4298,M51297,M,300.62,311.74,1848,56.11,92.9,0,0,1,0,0,1,PWF
4299,M51298,M,299.26,309.73,1373,53.59,214.1,0,0,0,0,0,0,No_Failure
4300,M51299,M,296.59,307.23,1642,47.12,193.4,0,0,0,0,0,0,No_Failure
4301,L51300,L,295.46,305.43,1762,22.64,58.8,0,0,0,0,0,0,No_Failure
4302,M51301,M,304.15,314.98,1328,47.02,163.7,0,0,0,0,0,0,No_Failure
4303,H51302,H,300.62,309.74,1111,31.81,59.0,0,0,0,0,0,0,No_Failure
4304,L51303,L,298.83,308.1,1773,44.54,4.8,0,0,0,0,0,0,No_Failure
4305,L51304,L,300.7,311.11,1498,25.45,76.0,0,0,0,0,0,0,No_Failure
4306,L51305,L,298.1,307.83,1406,42.7,179.8,0,0,0,0,0,0,No_Failure
4307,M51306,M,299.34,309.32,1509,36.46,45.2,0,0,0,0,0,0,No_Failure
4308,L51307,L,298.12,307.95,1434,32.22,158.8,0,0,0,0,0,0,No_Failure
4309,H51308,H,297.17,308.43,2033,45.93,193.5,0,0,0,0,0,0,No_Failure
4310,M51309,M,295.79,307.1,1404,39.49,78.5,0,0,0,0,0,0,No_Failure
4311,M51310,M,296.8,306.18,1559,37.95,25.8,0,0,0,0,0,0,No_Failure
4312,M51311,M,302.04,310.28,1733,47.37,150.9,0,0,0,0,0,0,No_Failure
4313,L51312,L,298.03,307.31,1732,59.04,33.2,0,0,1,0,0,1,PWF
4314,H51313,H,301.07,310.17,1697,42.76,0.7,0,0,0,0,0,0,No_Failure
4315,L51314,L,301.91,312.75,1423,21.94,33.1,0,0,0,0,0,0,No_Failure
4316,M51315,M,300.03,310.95,1473,24.42,67.5,0,0,0,0,0,0,No_Failure
4317,H51316,H,299.4,308.37,1109,40.69,171.4,0,0,0,0,0,0,No_Failure
4318,M51317,M,300.27,309.51,1487,50.26,84.1,0,0,0,0,0,0,No_Failure
